"","Subject","Stem","StimulusType","FirstResponse","SecondResponse","ThirdResponse","Onset","ClusterOnset","PossibleWithB","Place","Manner","StressStimulus","Gender","Age","AgeGroup","EducationLevel","EducationField","SubjectGroup"
"1437","C10","gnor","adjective","OB",NA,NA,"gn","yes",TRUE,"velar","stop","NotRelevant","female",23,"young","Higher","Science","C"
"1438","C10","tul","adjective","O",NA,NA,"t","no",TRUE,"dental","stop","NotRelevant","female",23,"young","Higher","Science","C"
"1439","C10","kamp","adjective","O",NA,NA,"k","no",TRUE,"velar","stop","NotRelevant","female",23,"young","Higher","Science","C"
"1440","C10","razhn","adjective","OB",NA,NA,"r","no",TRUE,"dental","sonorant","NotRelevant","female",23,"young","Higher","Science","C"
"1441","C10","nad","adjective","O",NA,NA,"n","no",TRUE,"dental","sonorant","NotRelevant","female",23,"young","Higher","Science","C"
"1442","C10","zopr","adjective","O",NA,NA,"z","no",TRUE,"dental","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1443","C10","guzv","adjective","O",NA,NA,"g","no",TRUE,"velar","stop","NotRelevant","female",23,"young","Higher","Science","C"
"1444","C10","bukl","adjective","O",NA,NA,"b","no",TRUE,"labial","stop","NotRelevant","female",23,"young","Higher","Science","C"
"1445","C10","tov","adjective","O",NA,NA,"t","no",TRUE,"dental","stop","NotRelevant","female",23,"young","Higher","Science","C"
"1446","C10","xop","adjective","O",NA,NA,"x","no",TRUE,"velar","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1447","C10","nokr","adjective","O",NA,NA,"n","no",TRUE,"dental","sonorant","NotRelevant","female",23,"young","Higher","Science","C"
"1448","C10","zhaxl","adjective","OB",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1449","C10","shakl","adjective","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1450","C10","shadr","adjective","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1451","C10","znup","adjective","O",NA,NA,"zn","yes",TRUE,"dental","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1452","C10","patl","adjective","O",NA,NA,"p","no",TRUE,"labial","stop","NotRelevant","female",23,"young","Higher","Science","C"
"1453","C10","chup","adjective","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","NotRelevant","female",23,"young","Higher","Science","C"
"1454","C10","spul","adjective","O",NA,NA,"sp","yes",TRUE,"dental","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1455","C10","pur","adjective","O",NA,NA,"p","no",TRUE,"labial","stop","NotRelevant","female",23,"young","Higher","Science","C"
"1456","C10","vazhd","adjective","O",NA,NA,"v","no",TRUE,"labial","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1457","C10","bost","adjective","O",NA,NA,"b","no",TRUE,"labial","stop","NotRelevant","female",23,"young","Higher","Science","C"
"1458","C10","skol","adjective","OB",NA,NA,"sk","yes",TRUE,"dental","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1459","C10","tkab","adjective","O",NA,NA,"tk","yes",FALSE,"dental","stop","NotRelevant","female",23,"young","Higher","Science","C"
"1460","C10","daml","adjective","O",NA,NA,"d","no",TRUE,"dental","stop","NotRelevant","female",23,"young","Higher","Science","C"
"1461","C10","gab","adjective","O",NA,NA,"g","no",TRUE,"velar","stop","NotRelevant","female",23,"young","Higher","Science","C"
"1462","C10","sagl","adjective","O",NA,NA,"s","no",TRUE,"dental","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1463","C10","chtus","adjective","O",NA,NA,"chr","yes",FALSE,"alveopalatal","affricate","NotRelevant","female",23,"young","Higher","Science","C"
"1464","C10","vurl","adjective","O",NA,NA,"v","no",TRUE,"labial","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1465","C10","xushn","adjective","O",NA,NA,"x","no",TRUE,"velar","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1466","C10","chav","adjective","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","NotRelevant","female",23,"young","Higher","Science","C"
"1467","C10","zhrap","adjective","O",NA,NA,"zhr","yes",FALSE,"alveopalatal","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1468","C10","jal","adjective","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","NotRelevant","female",23,"young","Higher","Science","C"
"1469","C10","zhgav","adjective","O",NA,NA,"zhg","yes",FALSE,"alveopalatal","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1470","C10","cav","adjective","OB",NA,NA,"c","no",TRUE,"dental","affricate","NotRelevant","female",23,"young","Higher","Science","C"
"1471","C10","rogl","adjective","O",NA,NA,"r","no",TRUE,"dental","sonorant","NotRelevant","female",23,"young","Higher","Science","C"
"1472","C10","shchul","adjective","O",NA,NA,"shch","no",TRUE,"alveopalatal","fricative","NotRelevant","female",23,"young","Higher","Science","C"
"1473","C11","patl","adjective","O",NA,NA,"p","no",TRUE,"labial","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1474","C11","zhaxl","adjective","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1475","C11","tov","adjective","O",NA,NA,"t","no",TRUE,"dental","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1476","C11","murl","adjective","OB",NA,NA,"m","no",TRUE,"labial","sonorant","NotRelevant","female",29,"young","Higher","Humanities","C"
"1477","C11","bost","adjective","O",NA,NA,"b","no",TRUE,"labial","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1478","C11","nokr","adjective","O",NA,NA,"n","no",TRUE,"dental","sonorant","NotRelevant","female",29,"young","Higher","Humanities","C"
"1479","C11","jup","adjective","O",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","NotRelevant","female",29,"young","Higher","Humanities","C"
"1480","C11","gab","adjective","O",NA,NA,"g","no",TRUE,"velar","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1481","C11","gnor","adjective","O",NA,NA,"gn","yes",TRUE,"velar","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1482","C11","jal","adjective","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","NotRelevant","female",29,"young","Higher","Humanities","C"
"1483","C11","moml","adjective","O",NA,NA,"m","no",TRUE,"labial","sonorant","NotRelevant","female",29,"young","Higher","Humanities","C"
"1484","C11","guzv","adjective","O",NA,NA,"g","no",TRUE,"velar","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1485","C11","bukl","adjective","O",NA,NA,"b","no",TRUE,"labial","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1486","C11","kamp","adjective","O",NA,NA,"k","no",TRUE,"velar","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1487","C11","lus","adjective","O",NA,NA,"l","no",TRUE,"dental","sonorant","NotRelevant","female",29,"young","Higher","Humanities","C"
"1488","C11","chav","adjective","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","NotRelevant","female",29,"young","Higher","Humanities","C"
"1489","C11","shakl","adjective","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1490","C11","nad","adjective","O",NA,NA,"n","no",TRUE,"dental","sonorant","NotRelevant","female",29,"young","Higher","Humanities","C"
"1491","C11","lopr","adjective","OB",NA,NA,"l","no",TRUE,"dental","sonorant","NotRelevant","female",29,"young","Higher","Humanities","C"
"1492","C11","zhuskl","adjective","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1493","C11","tul","adjective","O",NA,NA,"t","no",TRUE,"dental","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1494","C11","zhrap","adjective","O",NA,NA,"zhr","yes",FALSE,"alveopalatal","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1495","C11","zup","adjective","O",NA,NA,"z","no",TRUE,"dental","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1496","C11","kochl","adjective","O",NA,NA,"k","no",TRUE,"velar","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1497","C11","sagl","adjective","O",NA,NA,"s","no",TRUE,"dental","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1498","C11","skol","adjective","O",NA,NA,"sk","yes",TRUE,"dental","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1499","C11","xop","adjective","O",NA,NA,"x","no",TRUE,"velar","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1500","C11","zopr","adjective","O",NA,NA,"z","no",TRUE,"dental","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1501","C11","tkab","adjective","O",NA,NA,"tk","yes",FALSE,"dental","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1502","C11","vazhd","adjective","O",NA,NA,"v","no",TRUE,"labial","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1503","C11","xushn","adjective","O",NA,NA,"x","no",TRUE,"velar","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1504","C11","razhn","adjective","O",NA,NA,"r","no",TRUE,"dental","sonorant","NotRelevant","female",29,"young","Higher","Humanities","C"
"1505","C11","daml","adjective","O",NA,NA,"d","no",TRUE,"dental","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1506","C11","sur","adjective","O",NA,NA,"s","no",TRUE,"dental","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1507","C11","shchul","adjective","O",NA,NA,"shch","no",TRUE,"alveopalatal","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1508","C11","pur","adjective","O",NA,NA,"p","no",TRUE,"labial","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1509","C11","rogl","adjective","O",NA,NA,"r","no",TRUE,"dental","sonorant","NotRelevant","female",29,"young","Higher","Humanities","C"
"1510","C11","dukt","adjective","O",NA,NA,"d","no",TRUE,"dental","stop","NotRelevant","female",29,"young","Higher","Humanities","C"
"1511","C11","zhgav","adjective","O",NA,NA,"zhg","yes",FALSE,"alveopalatal","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1512","C11","chtus","adjective","O",NA,NA,"chr","yes",FALSE,"alveopalatal","affricate","NotRelevant","female",29,"young","Higher","Humanities","C"
"1513","C11","vurl","adjective","O",NA,NA,"v","no",TRUE,"labial","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1514","C11","cav","adjective","O",NA,NA,"c","no",TRUE,"dental","affricate","NotRelevant","female",29,"young","Higher","Humanities","C"
"1515","C11","shadr","adjective","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1517","C11","spul","adjective","O",NA,NA,"sp","yes",TRUE,"dental","fricative","NotRelevant","female",29,"young","Higher","Humanities","C"
"1518","C11","chup","adjective","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","NotRelevant","female",29,"young","Higher","Humanities","C"
"1519","C12","zhaxl","adjective","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1520","C12","nokr","adjective","OB",NA,NA,"n","no",TRUE,"dental","sonorant","NotRelevant","female",28,"young","Higher","Humanities","C"
"1521","C12","shchul","adjective","O",NA,NA,"shch","no",TRUE,"alveopalatal","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1522","C12","moml","adjective","O",NA,NA,"m","no",TRUE,"labial","sonorant","NotRelevant","female",28,"young","Higher","Humanities","C"
"1523","C12","cav","adjective","O",NA,NA,"c","no",TRUE,"dental","affricate","NotRelevant","female",28,"young","Higher","Humanities","C"
"1524","C12","guzv","adjective","O",NA,NA,"g","no",TRUE,"velar","stop","NotRelevant","female",28,"young","Higher","Humanities","C"
"1526","C12","lopr","adjective","O",NA,NA,"l","no",TRUE,"dental","sonorant","NotRelevant","female",28,"young","Higher","Humanities","C"
"1528","C12","sur","adjective","O",NA,NA,"s","no",TRUE,"dental","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1529","C12","tul","adjective","O",NA,NA,"t","no",TRUE,"dental","stop","NotRelevant","female",28,"young","Higher","Humanities","C"
"1530","C12","patl","adjective","O",NA,NA,"p","no",TRUE,"labial","stop","NotRelevant","female",28,"young","Higher","Humanities","C"
"1531","C12","jup","adjective","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","NotRelevant","female",28,"young","Higher","Humanities","C"
"1532","C12","nad","adjective","OB",NA,NA,"n","no",TRUE,"dental","sonorant","NotRelevant","female",28,"young","Higher","Humanities","C"
"1534","C12","lus","adjective","OB",NA,NA,"l","no",TRUE,"dental","sonorant","NotRelevant","female",28,"young","Higher","Humanities","C"
"1535","C12","jal","adjective","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","NotRelevant","female",28,"young","Higher","Humanities","C"
"1536","C12","kochl","adjective","O",NA,NA,"k","no",TRUE,"velar","stop","NotRelevant","female",28,"young","Higher","Humanities","C"
"1537","C12","bost","adjective","O",NA,NA,"b","no",TRUE,"labial","stop","NotRelevant","female",28,"young","Higher","Humanities","C"
"1539","C12","zopr","adjective","O",NA,NA,"z","no",TRUE,"dental","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1540","C12","razhn","adjective","OB",NA,NA,"r","no",TRUE,"dental","sonorant","NotRelevant","female",28,"young","Higher","Humanities","C"
"1541","C12","daml","adjective","O",NA,NA,"d","no",TRUE,"dental","stop","NotRelevant","female",28,"young","Higher","Humanities","C"
"1542","C12","znup","adjective","O","OBO",NA,"zn","yes",TRUE,"dental","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1543","C12","chav","adjective","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","NotRelevant","female",28,"young","Higher","Humanities","C"
"1544","C12","murl","adjective","OB","O",NA,"m","no",TRUE,"labial","sonorant","NotRelevant","female",28,"young","Higher","Humanities","C"
"1545","C12","vurl","adjective","O",NA,NA,"v","no",TRUE,"labial","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1546","C12","bukl","adjective","O",NA,NA,"b","no",TRUE,"labial","stop","NotRelevant","female",28,"young","Higher","Humanities","C"
"1547","C12","zhuskl","adjective","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1548","C12","kamp","adjective","O",NA,NA,"k","no",TRUE,"velar","stop","NotRelevant","female",28,"young","Higher","Humanities","C"
"1549","C12","shakl","adjective","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1552","C12","xushn","adjective","OB",NA,NA,"x","no",TRUE,"velar","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1553","C12","zup","adjective","O",NA,NA,"z","no",TRUE,"dental","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1554","C12","shadr","adjective","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1555","C12","tov","adjective","O",NA,NA,"t","no",TRUE,"dental","stop","NotRelevant","female",28,"young","Higher","Humanities","C"
"1556","C12","vazhd","adjective","O",NA,NA,"v","no",TRUE,"labial","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1557","C12","sagl","adjective","O",NA,NA,"s","no",TRUE,"dental","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1558","C12","dukt","adjective","O",NA,NA,"d","no",TRUE,"dental","stop","NotRelevant","female",28,"young","Higher","Humanities","C"
"1559","C12","chup","adjective","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","NotRelevant","female",28,"young","Higher","Humanities","C"
"1560","C12","skol","adjective","O",NA,NA,"sk","yes",TRUE,"dental","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1562","C12","gab","adjective","O","OBO",NA,"g","no",TRUE,"velar","stop","NotRelevant","female",28,"young","Higher","Humanities","C"
"1563","C12","spul","adjective","O",NA,NA,"sp","yes",TRUE,"dental","fricative","NotRelevant","female",28,"young","Higher","Humanities","C"
"1565","C13","pur","adjective","O",NA,NA,"p","no",TRUE,"labial","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1566","C13","moml","adjective","O",NA,NA,"m","no",TRUE,"labial","sonorant","NotRelevant","male",35,"middle","Higher","Science","C"
"1567","C13","xop","adjective","O",NA,NA,"x","no",TRUE,"velar","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1568","C13","nokr","adjective","O",NA,NA,"n","no",TRUE,"dental","sonorant","NotRelevant","male",35,"middle","Higher","Science","C"
"1569","C13","jup","adjective","OB","O",NA,"j","no",TRUE,"alveopalatal","sonorant","NotRelevant","male",35,"middle","Higher","Science","C"
"1570","C13","guzv","adjective","O",NA,NA,"g","no",TRUE,"velar","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1572","C13","gab","adjective","O",NA,NA,"g","no",TRUE,"velar","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1573","C13","lus","adjective","O",NA,NA,"l","no",TRUE,"dental","sonorant","NotRelevant","male",35,"middle","Higher","Science","C"
"1574","C13","nad","adjective","OB",NA,NA,"n","no",TRUE,"dental","sonorant","NotRelevant","male",35,"middle","Higher","Science","C"
"1575","C13","zhuskl","adjective","OB",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1576","C13","bukl","adjective","O",NA,NA,"b","no",TRUE,"labial","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1577","C13","kochl","adjective","O",NA,NA,"k","no",TRUE,"velar","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1578","C13","kamp","adjective","O",NA,NA,"k","no",TRUE,"velar","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1579","C13","razhn","adjective","O",NA,NA,"r","no",TRUE,"dental","sonorant","NotRelevant","male",35,"middle","Higher","Science","C"
"1580","C13","gnor","adjective","O",NA,NA,"gn","yes",TRUE,"velar","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1581","C13","zhaxl","adjective","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1582","C13","dukt","adjective","O",NA,NA,"d","no",TRUE,"dental","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1583","C13","murl","adjective","O",NA,NA,"m","no",TRUE,"labial","sonorant","NotRelevant","male",35,"middle","Higher","Science","C"
"1584","C13","jal","adjective","O",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","NotRelevant","male",35,"middle","Higher","Science","C"
"1585","C13","tkab","adjective","O",NA,NA,"tk","yes",FALSE,"dental","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1586","C13","tul","adjective","O",NA,NA,"t","no",TRUE,"dental","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1587","C13","patl","adjective","OB",NA,NA,"p","no",TRUE,"labial","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1588","C13","lopr","adjective","O",NA,NA,"l","no",TRUE,"dental","sonorant","NotRelevant","male",35,"middle","Higher","Science","C"
"1589","C13","daml","adjective","OB","O",NA,"d","no",TRUE,"dental","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1590","C13","shchul","adjective","O",NA,NA,"shch","no",TRUE,"alveopalatal","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1591","C13","rogl","adjective","O",NA,NA,"r","no",TRUE,"dental","sonorant","NotRelevant","male",35,"middle","Higher","Science","C"
"1592","C13","zopr","adjective","O",NA,NA,"z","no",TRUE,"dental","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1593","C13","tov","adjective","O",NA,NA,"t","no",TRUE,"dental","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1594","C13","shadr","adjective","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1595","C13","cav","adjective","O",NA,NA,"c","no",TRUE,"dental","affricate","NotRelevant","male",35,"middle","Higher","Science","C"
"1597","C13","shakl","adjective","O","OB",NA,"sh","no",TRUE,"alveopalatal","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1598","C13","spul","adjective","O",NA,NA,"sp","yes",TRUE,"dental","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1599","C13","znup","adjective","O",NA,NA,"zn","yes",TRUE,"dental","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1600","C13","vurl","adjective","O",NA,NA,"v","no",TRUE,"labial","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1601","C13","chup","adjective","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","NotRelevant","male",35,"middle","Higher","Science","C"
"1602","C13","bost","adjective","O",NA,NA,"b","no",TRUE,"labial","stop","NotRelevant","male",35,"middle","Higher","Science","C"
"1603","C13","skol","adjective","O",NA,NA,"sk","yes",TRUE,"dental","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1604","C13","zhrap","adjective","O",NA,NA,"zhr","yes",FALSE,"alveopalatal","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1605","C13","chav","adjective","OB","O",NA,"ch","no",TRUE,"alveopalatal","affricate","NotRelevant","male",35,"middle","Higher","Science","C"
"1606","C13","sagl","adjective","O",NA,NA,"s","no",TRUE,"dental","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1607","C13","chtus","adjective","O",NA,NA,"chr","yes",FALSE,"alveopalatal","affricate","NotRelevant","male",35,"middle","Higher","Science","C"
"1608","C13","vazhd","adjective","O",NA,NA,"v","no",TRUE,"labial","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1609","C13","xushn","adjective","O",NA,NA,"x","no",TRUE,"velar","fricative","NotRelevant","male",35,"middle","Higher","Science","C"
"1611","C14","nad","adjective","O","OBO",NA,"n","no",TRUE,"dental","sonorant","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1612","C14","patl","adjective","OB",NA,NA,"p","no",TRUE,"labial","stop","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1613","C14","lopr","adjective","OB",NA,NA,"l","no",TRUE,"dental","sonorant","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1614","C14","lus","adjective","OB",NA,NA,"l","no",TRUE,"dental","sonorant","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1615","C14","tov","adjective","O","OBO",NA,"t","no",TRUE,"dental","stop","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1616","C14","jal","adjective","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1617","C14","pur","adjective","O",NA,NA,"p","no",TRUE,"labial","stop","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1618","C14","nokr","adjective","OB",NA,NA,"n","no",TRUE,"dental","sonorant","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1619","C14","kochl","adjective","OB",NA,NA,"k","no",TRUE,"velar","stop","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1620","C14","zhuskl","adjective","OB",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1621","C14","xop","adjective","O",NA,NA,"x","no",TRUE,"velar","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1622","C14","moml","adjective","O",NA,NA,"m","no",TRUE,"labial","sonorant","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1623","C14","tul","adjective","O",NA,NA,"t","no",TRUE,"dental","stop","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1624","C14","guzv","adjective","O",NA,NA,"g","no",TRUE,"velar","stop","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1625","C14","jup","adjective","O",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1626","C14","cav","adjective","O",NA,NA,"c","no",TRUE,"dental","affricate","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1627","C14","murl","adjective","O",NA,NA,"m","no",TRUE,"labial","sonorant","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1628","C14","zopr","adjective","OB",NA,NA,"z","no",TRUE,"dental","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1629","C14","xushn","adjective","O",NA,NA,"x","no",TRUE,"velar","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1630","C14","zhaxl","adjective","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1631","C14","dukt","adjective","OB",NA,NA,"d","no",TRUE,"dental","stop","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1632","C14","sagl","adjective","O",NA,NA,"s","no",TRUE,"dental","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1633","C14","gab","adjective","OB",NA,NA,"g","no",TRUE,"velar","stop","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1634","C14","chtus","adjective","O",NA,NA,"chr","yes",FALSE,"alveopalatal","affricate","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1635","C14","spul","adjective","O",NA,NA,"sp","yes",TRUE,"dental","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1636","C14","chav","adjective","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1637","C14","shakl","adjective","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1638","C14","gnor","adjective","O",NA,NA,"gn","yes",TRUE,"velar","stop","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1639","C14","razhn","adjective","OB",NA,NA,"r","no",TRUE,"dental","sonorant","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1640","C14","kamp","adjective","O",NA,NA,"k","no",TRUE,"velar","stop","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1641","C14","bost","adjective","O",NA,NA,"b","no",TRUE,"labial","stop","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1643","C14","chup","adjective","OB",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1644","C14","rogl","adjective","O",NA,NA,"r","no",TRUE,"dental","sonorant","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1645","C14","zup","adjective","O",NA,NA,"z","no",TRUE,"dental","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1646","C14","bukl","adjective","O",NA,NA,"b","no",TRUE,"labial","stop","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1647","C14","shchul","adjective","O",NA,NA,"shch","no",TRUE,"alveopalatal","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1648","C14","vurl","adjective","O",NA,NA,"v","no",TRUE,"labial","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1649","C14","vazhd","adjective","O",NA,NA,"v","no",TRUE,"labial","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1650","C14","skol","adjective","O",NA,NA,"sk","yes",TRUE,"dental","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1651","C14","sur","adjective","O",NA,NA,"s","no",TRUE,"dental","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1652","C14","daml","adjective","O",NA,NA,"d","no",TRUE,"dental","stop","NotRelevant","female",31,"middle","Secondary","Humanities","C"
"1653","C14","shadr","adjective","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","NotRelevant","female",31,"middle","Secondary","Humanities","C"
