"","source","source_division","citation","token_id","sentence_id","verb","lemma_id","lemma","gr","gr_token_id","gr_sentence_id","gr_lemma","gr_tensemood"
"5311","Marianus","John 9","JOHN 9.21",612536,42278,"видитъ",58918,"видѣти","βλέπει",350906,22603,"βλέπω","present"
"5312","Marianus","John 9","JOHN 9.25",612643,42287,"виждѫ",58918,"видѣти","βλέπω",351015,22613,"βλέπω","present"
"5315","Marianus","John 9","JOHN 9.39",612886,51987,"видѧтъ",58918,"видѣти","βλέπωσιν",351263,22642,"βλέπω","present_subjunctive"
"5317","Marianus","John 9","JOHN 9.41",612932,51989,"видимъ",58918,"видѣти","βλέπομεν",351307,64191,"βλέπω","present"
"5318","Marianus","John 10","JOHN 10.12",613145,42336,"видитъ",58918,"видѣти","θεωρεῖ",351541,22665,"θεωρέω","present"
"5319","Marianus","John 11","JOHN 11.9",613861,42396,"видитъ",58918,"видѣти","βλέπει",352293,22725,"βλέπω","present"
"5326","Marianus","John 12","JOHN 12.9",614906,42482,"видѧтъ",58918,"видѣти","ἴδωσιν",353402,22815,"ὁράω","aorist_subjunctive"
"5327","Marianus","John 12","JOHN 12.19",615076,42494,"видите",58918,"видѣти","θεωρεῖτε",353578,22827,"θεωρέω","present_active_imperative"
"5329","Marianus","John 12","JOHN 12.40",615489,42534,"видѧтъ",58918,"видѣти","ἴδωσιν",354025,22866,"ὁράω","aorist_subjunctive"
"5335","Marianus","John 14","JOHN 14.17",616728,42640,"видитъ",58918,"видѣти","θεωρεῖ",355354,22980,"θεωρέω","present"
"5336","Marianus","John 14","JOHN 14.19",616767,42643,"видитъ",58918,"видѣти","θεωρεῖ",355389,22983,"θεωρέω","present"
"5337","Marianus","John 14","JOHN 14.19",616772,42644,"видите",58918,"видѣти","θεωρεῖτέ",355393,22984,"θεωρέω","present"
"5339","Marianus","John 16","JOHN 16.10",617777,42717,"видите",58918,"видѣти","θεωρεῖτέ",356431,23055,"θεωρέω","present"
"5340","Marianus","John 16","JOHN 16.16",617877,42725,"видите",58918,"видѣти","θεωρεῖτέ",356528,23065,"θεωρέω","present"
"5341","Marianus","John 16","JOHN 16.17",617913,42727,"видите",58918,"видѣти","θεωρεῖτέ",356557,23067,"θεωρέω","present"
"5342","Marianus","John 16","JOHN 16.19",617970,52102,"видите",58918,"видѣти","θεωρεῖτέ",356613,48742,"θεωρέω","present"
"5343","Marianus","John 17","JOHN 17.24",618816,42788,"видѧтъ",58918,"видѣти","θεωρῶσιν",357456,23128,"θεωρέω","present_subjunctive"
"5356","Marianus","John 20","JOHN 20.25",620813,42973,"виждѫ",58918,"видѣти","ἴδω",359917,23357,"ὁράω","aorist_subjunctive"
"5362","Marianus","Mark 15","MARK 15.32",758393,56948,"видимъ",58918,"видѣти","ἴδωμεν",114064,7497,"ὁράω","aorist_subjunctive"
"5363","Marianus","John 7","JOHN 7.3",785223,42025,"видѧтъ",58918,"видѣти","θεωρήσουσιν",348094,22326,"θεωρέω","future"
"5401","Marianus","Mark 12","MARK 12.30",547832,50507,"вьзлюбиши",58930,"възлюбити","ἀγαπήσεις",756925,56896,"ἀγαπάω","future"
"5402","Marianus","Mark 12","MARK 12.31",547866,37080,"вьзлюбиши",58930,"възлюбити","ἀγαπήσεις",111222,7250,"ἀγαπάω","future"
"5403","Marianus","Matthew 5","MATT 5.43",564331,50676,"възлюбиши",58930,"възлюбити","ἀγαπήσεις",269395,47698,"ἀγαπάω","future"
"5404","Marianus","Matthew 6","MATT 6.24",564942,50689,"вьзлюбитъ",58930,"възлюбити","ἀγαπήσει",270011,14853,"ἀγαπάω","future"
"5407","Marianus","Matthew 19","MATT 19.19",574070,39165,"възлюбиши",58930,"възлюбити","ἀγαπήσεις",279533,15582,"ἀγαπάω","future"
"5408","Marianus","Matthew 22","MATT 22.37",576523,51012,"възлюбиши",58930,"възлюбити","ἀγαπήσεις",281999,15810,"ἀγαπάω","future"
"5409","Marianus","Matthew 22","MATT 22.39",576554,39393,"вьзлюбиши",58930,"възлюбити","ἀγαπήσεις",282034,15813,"ἀγαπάω","future"
"5411","Marianus","Luke 7","LUKE 7.42",589355,40362,"възлюбитꙑ",58930,"възлюбити","ἀγαπήσει",326698,20591,"ἀγαπάω","future"
"5414","Marianus","Luke 10","LUKE 10.27",592594,51432,"възлюбиши",58930,"възлюбити","ἀγαπήσεις",330012,20854,"ἀγαπάω","future"
"5423","Marianus","John 14","JOHN 14.21",616825,42647,"възлюблю",58930,"възлюбити","ἀγαπήσω",355451,22987,"ἀγαπάω","future"
"5424","Marianus","John 14","JOHN 14.23",616875,42651,"вьзлюбитъ",58930,"възлюбити","ἀγαπήσει",355501,22991,"ἀγαπάω","future"
"5433","Marianus","Luke 16","LUKE 16.13",795633,40989,"възлюбитъ",58930,"възлюбити","ἀγαπήσει",335090,21243,"ἀγαπάω","future"
"5443","Marianus","Mark 1","MARK 1.2",538552,36360,"посълѭ",58932,"посълати","ἀποστέλλω",101761,6501,"ἀποστέλλω","present"
"5444","Marianus","Mark 3","MARK 3.14",540170,36482,"посꙑлаатъ",58932,"посълати","ἀποστέλλῃ",103408,6627,"ἀποστέλλω","present_subjunctive"
"5446","Marianus","Mark 4","MARK 4.29",541041,36544,"посълетъ",58932,"посълати","ἀποστέλλει",104320,6690,"ἀποστέλλω","present"
"5447","Marianus","Mark 5","MARK 5.10",541424,36574,"посълетъ",58932,"посълати","ἀποστείλῃ",104738,6722,"ἀποστέλλω","aorist_subjunctive"
"5458","Marianus","Mark 13","MARK 13.27",548661,37140,"посълетъ",58932,"посълати","ἀποστελεῖ",112028,7310,"ἀποστέλλω","future"
"5463","Marianus","Matthew 11","MATT 11.10",568049,38669,"посълѭ",58932,"посълати","ἀποστέλλω",273230,15085,"ἀποστέλλω","present"
"5464","Marianus","Matthew 13","MATT 13.41",570163,38834,"посълетъ",58932,"посълати","ἀποστελεῖ",275526,15251,"ἀποστέλλω","future"
"5470","Marianus","Matthew 21","MATT 21.3",575044,39248,"посълетъ",58932,"посълати","ἀποστελεῖ",280452,15665,"ἀποστέλλω","future"
"5478","Marianus","Matthew 24","MATT 24.31",577908,39489,"посълетъ",58932,"посълати","ἀποστελεῖ",283438,15910,"ἀποστέλλω","future"
"5499","Marianus","Luke 16","LUKE 16.27",597865,51557,"посълеши",58932,"посълати","πέμψῃς",789413,21266,"πέμπω","aorist_subjunctive"
"5505","Marianus","Luke 20","LUKE 20.13",600460,51659,"посълѭ",58932,"посълати","πέμψω",338066,21505,"πέμπω","future"
"5510","Marianus","Luke 24","LUKE 24.49",604818,41586,"посълѭ",58932,"посълати","ἐξαποστέλλω",342361,21864,"ἐξαποστέλλω","present"
"5548","Marianus","John 13","JOHN 13.20",616067,52052,"посълѭ",58932,"посълати","πέμψω",354636,48721,"πέμπω","aorist_subjunctive"
"5551","Marianus","John 14","JOHN 14.26",616921,42655,"посьлетъ",58932,"посълати","πέμψει",355554,22995,"πέμπω","future"
"5553","Marianus","John 15","JOHN 15.26",617576,42702,"посълѭ",58932,"посълати","πέμψω",356232,23041,"πέμπω","future"
"5555","Marianus","John 16","JOHN 16.7",617735,42714,"посълѭ",58932,"посълати","πέμψω",356390,23054,"πέμπω","future"
"5564","Marianus","Mark 11","MARK 11.3",734530,36971,"посълетъ",58932,"посълати","ἀποστέλλει",734570,55140,"ἀποστέλλω","present"
"5567","Marianus","Luke 11","LUKE 11.49",784222,40717,"посълѭ",58932,"посълати","ἀποστελῶ",331390,20964,"ἀποστέλλω","future"
"5633","Marianus","Matthew 5","MATT 5.30",564109,38384,"идетъ",58936,"ити","ἀπέλθῃ",269174,14798,"ἀπέρχομαι","aorist_subjunctive"
"5639","Marianus","Matthew 8","MATT 8.19",566100,50725,"идѫ",58936,"ити","ἀκολουθήσω",271194,47760,"ἀκολουθέω","future"
"5640","Marianus","Matthew 8","MATT 8.19",566106,50725,"идеши",58936,"ити","ἀπέρχῃ",271198,47760,"ἀπέρχομαι","present_subjunctive"
"5655","Marianus","Matthew 12","MATT 12.45",569249,38762,"идетъ",58936,"ити","πορεύεται",274533,15181,"πορεύομαι","present"
"5657","Marianus","Matthew 13","MATT 13.44",570237,62957,"идетъ",58936,"ити","ὑπάγει",275610,47862,"ὑπάγω","present"
"5693","Marianus","Matthew 25","MATT 25.46",579117,39577,"идѫтъ",58936,"ити","ἀπελεύσονται",284683,15998,"ἀπέρχομαι","future"
"5695","Marianus","Matthew 26","MATT 26.24",579486,39610,"идетъ",58936,"ити","ὑπάγει",285074,16032,"ὑπάγω","present"
"5704","Marianus","Matthew 28","MATT 28.10",581837,51216,"идѫтъ",58936,"ити","ἀπέλθωσιν",287466,48067,"ἀπέρχομαι","aorist_subjunctive"
"5736","Marianus","Luke 9","LUKE 9.57",591929,51414,"ꙇдѫ",58936,"ити","ἀκολουθήσω",329308,48422,"ἀκολουθέω","future"
"5740","Marianus","Luke 9","LUKE 9.61",592003,51420,"идѫ",58936,"ити","ἀκολουθήσω",329390,20802,"ἀκολουθέω","future"
"5748","Marianus","Luke 15","LUKE 15.4",596709,40919,"идетъ",58936,"ити","πορεύεται",765774,21173,"πορεύομαι","present"
"5750","Marianus","Luke 15","LUKE 15.18",596963,40938,"идѫ",58936,"ити","πορεύσομαι",334490,21193,"πορεύομαι","future"
"5752","Marianus","Luke 16","LUKE 16.30",597916,41017,"идетъ",58936,"ити","πορευθῇ",335467,21272,"πορεύομαι","aorist_subjunctive"
"5767","Marianus","Luke 22","LUKE 22.22",602056,41364,"идетъ",58936,"ити","πορεύεται",339671,21634,"πορεύομαι","present"
"5796","Marianus","John 6","JOHN 6.68",609946,42013,"идемъ",58936,"ити","ἀπελευσόμεθα",347983,22314,"ἀπέρχομαι","future"
"5797","Marianus","John 7","JOHN 7.33",610614,42078,"идѫ",58936,"ити","ὑπάγω",348661,22379,"ὑπάγω","present"
"5801","Marianus","John 8","JOHN 8.21",611336,42154,"идѫ",58936,"ити","ὑπάγω",349641,22474,"ὑπάγω","present"
"5802","Marianus","John 8","JOHN 8.21",611349,42155,"идѫ",58936,"ити","ὑπάγω",349655,22475,"ὑπάγω","present"
"5807","Marianus","John 10","JOHN 10.4",613004,42323,"идѫтъ",58936,"ити","ἀκολουθεῖ",351389,22652,"ἀκολουθέω","present"
"5808","Marianus","John 10","JOHN 10.5",613015,42324,"идѫтъ",58936,"ити","ἀκολουθήσουσιν",351401,22653,"ἀκολουθέω","future"
"5811","Marianus","John 11","JOHN 11.8",613832,42393,"идеши",58936,"ити","ὑπάγεις",352264,22722,"ὑπάγω","present"
"5812","Marianus","John 11","JOHN 11.11",613892,42400,"идѫ",58936,"ити","πορεύομαι",352329,22729,"πορεύομαι","present"
"5818","Marianus","John 11","JOHN 11.31",614216,42432,"идетъ",58936,"ити","ὑπάγει",352678,22761,"ὑπάγω","present"
"5822","Marianus","John 12","JOHN 12.19",615087,42495,"идетъ",58936,"ити","ἀπῆλθεν",353589,22828,"ἀπέρχομαι","aorist"
"5823","Marianus","John 12","JOHN 12.35",615402,42527,"идетъ",58936,"ити","ὑπάγει",353937,22859,"ὑπάγω","present"
"5824","Marianus","John 13","JOHN 13.33",616298,42599,"идѫ",58936,"ити","ὑπάγω",354893,22935,"ὑπάγω","present"
"5825","Marianus","John 13","JOHN 13.36",616352,42604,"идеши",58936,"ити","ὑπάγεις",354945,22940,"ὑπάγω","present"
"5826","Marianus","John 13","JOHN 13.36",616358,52066,"идѫ",58936,"ити","ὑπάγω",354952,48725,"ὑπάγω","present"
"5828","Marianus","John 13","JOHN 13.36",616370,42606,"идеши",58936,"ити","ἀκολουθήσεις",354959,48726,"ἀκολουθέω","future"
"5830","Marianus","John 14","JOHN 14.2",616446,42614,"идѫ",58936,"ити","πορεύομαι",355044,22952,"πορεύομαι","present"
"5831","Marianus","John 14","JOHN 14.3",616453,42616,"идѫ",58936,"ити","πορευθῶ",355051,22954,"πορεύομαι","aorist_subjunctive"
"5832","Marianus","John 14","JOHN 14.4",616477,42617,"идѫ",58936,"ити","ὑπάγω",355076,22955,"ὑπάγω","present"
"5833","Marianus","John 14","JOHN 14.5",616491,52072,"идеши",58936,"ити","ὑπάγεις",355090,22957,"ὑπάγω","present"
"5834","Marianus","John 14","JOHN 14.23",616881,42651,"идевѣ",58936,"ити","ἐλευσόμεθα",355507,22991,"ἔρχομαι","future"
"5835","Marianus","John 14","JOHN 14.28",616975,42660,"идѫ",58936,"ити","ὑπάγω",355607,23000,"ὑπάγω","present"
"5836","Marianus","John 14","JOHN 14.28",616993,42661,"идѫ",58936,"ити","πορεύομαι",355620,23001,"πορεύομαι","present"
"5837","Marianus","John 15","JOHN 15.16",617376,42686,"идете",58936,"ити","ὑπάγητε",356018,23025,"ὑπάγω","present_subjunctive"
"5838","Marianus","John 16","JOHN 16.5",617679,52094,"идѫ",58936,"ити","ὑπάγω",356333,23049,"ὑπάγω","present"
"5839","Marianus","John 16","JOHN 16.5",617692,52095,"идеши",58936,"ити","ὑπάγεις",356347,23050,"ὑπάγω","present"
"5840","Marianus","John 16","JOHN 16.7",617716,52097,"идѫ",58936,"ити","ἀπέλθω",356372,48740,"ἀπέρχομαι","aorist_subjunctive"
"5841","Marianus","John 16","JOHN 16.7",617721,42713,"идѫ",58936,"ити","ἀπέλθω",356377,23053,"ἀπέρχομαι","aorist_subjunctive"
"5842","Marianus","John 16","JOHN 16.7",617733,42714,"идѫ",58936,"ити","πορευθῶ",356388,23054,"πορεύομαι","aorist_subjunctive"
"5843","Marianus","John 16","JOHN 16.10",617771,42717,"идѫ",58936,"ити","ὑπάγω",356428,23055,"ὑπάγω","present"
"5844","Marianus","John 16","JOHN 16.17",617925,63466,"идѫ",58936,"ити","ὑπάγω",356569,63467,"ὑπάγω","present"
"5845","Marianus","John 16","JOHN 16.28",618196,42748,"идѫ",58936,"ити","πορεύομαι",356839,23090,"πορεύομαι","present"
"5851","Marianus","John 21","JOHN 21.3",621029,42990,"ꙇдѫ",58936,"ити","ὑπάγω",360149,23374,"ὑπάγω","present"
"5852","Marianus","John 21","JOHN 21.3",621036,42992,"ꙇдемъ",58936,"ити","ἐρχόμεθα",360155,23376,"ἔρχομαι","present"
"5853","Marianus","Mark 14","MARK 14.21",758200,37187,"идетъ",58936,"ити","ὑπάγει",112617,7359,"ὑπάγω","present"
"5855","Marianus","Luke 7","LUKE 7.8",760407,57025,"идетъ",58936,"ити","πορεύεται",760332,57023,"πορεύομαι","present"
"5857","Marianus","Matthew 8","MATT 8.9",762200,57041,"идетъ",58936,"ити","πορεύεται",270984,62759,"πορεύομαι","present"
"5860","Marianus","Luke 11","LUKE 11.5",784163,51450,"идетъ",58936,"ити","πορεύσεται",330451,20893,"πορεύομαι","future"
"5862","Marianus","John 7","JOHN 7.3",785216,42025,"идѫ",58936,"ити","ὕπαγε",348084,22326,"ὑπάγω","present_active_imperative"
"5870","Marianus","John 3","JOHN 3.8",852065,41717,"идетъ",58936,"ити","ὑπάγει",344080,22012,"ὑπάγω","present"
"5875","Marianus","Mark 11","MARK 11.2",546642,50477,"обрѧштета",58937,"обрѣсти","εὑρήσετε",109986,7133,"εὑρίσκω","future"
"5877","Marianus","Mark 11","MARK 11.13",546841,36987,"обрѧштетъ",58937,"обрѣсти","εὑρήσει",110189,7152,"εὑρίσκω","future"
"5879","Marianus","Mark 13","MARK 13.36",548828,37152,"обрѧщетъ",58937,"обрѣсти","εὕρῃ",112207,7322,"εὑρίσκω","aorist_subjunctive"
"5883","Marianus","Matthew 7","MATT 7.7",565298,38466,"обрѧщете",58937,"обрѣсти","εὑρήσετε",270370,14880,"εὑρίσκω","future"
"5886","Marianus","Matthew 10","MATT 10.39",567829,38651,"обрѧщетъ",58937,"обрѣсти","εὑρήσει",273003,15066,"εὑρίσκω","future"
"5887","Marianus","Matthew 11","MATT 11.29",568421,38694,"обрѧщете",58937,"обрѣсти","εὑρήσετε",273621,15110,"εὑρίσκω","future"
"5888","Marianus","Matthew 12","MATT 12.44",569241,50823,"обрѧштетъ",58937,"обрѣсти","εὑρίσκει",274525,15180,"εὑρίσκω","present"
"5891","Marianus","Matthew 16","MATT 16.25",572281,39027,"обрѧштетъ",58937,"обрѣсти","εὑρήσει",277750,15442,"εὑρίσκω","future"
"5892","Marianus","Matthew 17","MATT 17.27",572912,39080,"обрѧштеши",58937,"обрѣсти","εὑρήσεις",278395,15497,"εὑρίσκω","future"
"5893","Marianus","Matthew 18","MATT 18.13",573207,39099,"обрѧщетъ",58937,"обрѣсти","εὑρεῖν",765735,15516,"εὑρίσκω","aorist_active_infinitive"
"5895","Marianus","Matthew 21","MATT 21.2",575014,50960,"обрѧштета",58937,"обрѣсти","εὑρήσετε",280423,15662,"εὑρίσκω","future"
"5897","Marianus","Matthew 22","MATT 22.9",576084,39347,"обрѧштете",58937,"обрѣсти","εὕρητε",281537,15766,"εὑρίσκω","aorist_subjunctive"
"5899","Marianus","Matthew 24","MATT 24.46",578217,39504,"обрѧштетъ",58937,"обрѣсти","εὑρήσει",283740,15925,"εὑρίσκω","future"
"5905","Marianus","Luke 2","LUKE 2.12",584397,51243,"обрѧщете",58937,"обрѣсти","εὑρήσετε",321595,48346,"εὑρίσκω","future"
"5911","Marianus","Luke 6","LUKE 6.7",587625,40230,"обрѧштѫтъ",58937,"обрѣсти","εὕρωσιν",324890,20455,"εὑρίσκω","aorist_subjunctive"
"5915","Marianus","Luke 9","LUKE 9.12",590996,40486,"обрѧштѫтъ",58937,"обрѣсти","εὕρωσιν",328350,20721,"εὑρίσκω","aorist_subjunctive"
"5917","Marianus","Luke 11","LUKE 11.9",593143,51459,"обрѧщете",58937,"обрѣсти","εὑρήσετε",330554,20901,"εὑρίσκω","future"
"5918","Marianus","Luke 12","LUKE 12.37",594727,51482,"обрѧштетъ",58937,"обрѣсти","εὑρήσει",332220,21028,"εὑρίσκω","future"
"5919","Marianus","Luke 12","LUKE 12.38",594757,40780,"обрѧщетъ",58937,"обрѣсти","εὕρῃ",332250,21030,"εὑρίσκω","aorist_subjunctive"
"5920","Marianus","Luke 12","LUKE 12.43",594858,40787,"обрѧштетъ",58937,"обрѣсти","εὑρήσει",332353,21037,"εὑρίσκω","future"
"5922","Marianus","Luke 15","LUKE 15.4",596715,40919,"обрѧштетъ",58937,"обрѣсти","εὕρῃ",765779,21173,"εὑρίσκω","aorist_subjunctive"
"5925","Marianus","Luke 15","LUKE 15.8",596801,40923,"обрѧштетъ",58937,"обрѣсти","εὕρῃ",334318,21177,"εὑρίσκω","aorist_subjunctive"
"5931","Marianus","Luke 18","LUKE 18.8",598754,41084,"обрѧштетъ",58937,"обрѣсти","εὑρήσει",336317,21345,"εὑρίσκω","future"
"5932","Marianus","Luke 19","LUKE 19.30",599929,51646,"обрѧштета",58937,"обрѣсти","εὑρήσετε",337502,21452,"εὑρίσκω","future"
"5951","Marianus","John 7","JOHN 7.34",610623,42079,"обрѧштете",58937,"обрѣсти","εὑρήσετε",348671,22380,"εὑρίσκω","future"
"5952","Marianus","John 7","JOHN 7.35",610647,51906,"обрѧштемъ",58937,"обрѣсти","εὑρήσομεν",348696,22382,"εὑρίσκω","future"
"5953","Marianus","John 7","JOHN 7.36",610670,42084,"обрѧщете",58937,"обрѣсти","εὑρήσετέ",348724,22385,"εὑρίσκω","future"
"5955","Marianus","John 10","JOHN 10.9",613098,42331,"обрѧщетъ",58937,"обрѣсти","εὑρήσει",351484,22660,"εὑρίσκω","future"
"5958","Marianus","John 21","JOHN 21.6",621106,43000,"обрѧштете",58937,"обрѣсти","εὑρήσετε",360226,23385,"εὑρίσκω","future"
"6026","Marianus","Mark 10","MARK 10.7",545677,50435,"оставитъ",58950,"оставити","καταλείψει",109020,7055,"καταλείπω","future"
"6028","Marianus","Mark 10","MARK 10.29",546099,50456,"оставитъ",58950,"оставити","ἀφῆκεν",109436,47332,"ἀφίημι","aorist"
"6031","Marianus","Mark 12","MARK 12.19",547615,37059,"оставитъ",58950,"оставити","καταλίπῃ",110975,7229,"καταλείπω","aorist_subjunctive"
"6032","Marianus","Mark 12","MARK 12.19",547621,37059,"оставитъ",58950,"оставити","ἀφῇ",110979,7229,"ἀφίημι","aorist_subjunctive"
"6047","Marianus","Matthew 18","MATT 18.12",573191,50913,"оставитъ",58950,"оставити","ἀφεὶς",278675,15515,"ἀφίημι","aorist_active_participle"
"6048","Marianus","Matthew 19","MATT 19.5",573771,50923,"оставитъ",58950,"оставити","καταλείψει",279239,15554,"καταλείπω","future"
"6050","Marianus","Matthew 19","MATT 19.29",574283,39185,"оставитъ",58950,"оставити","ἀφῆκεν",279735,15601,"ἀφίημι","aorist"
"6069","Marianus","Luke 15","LUKE 15.4",596699,40919,"оставитъ",58950,"оставити","καταλείπει",765767,21173,"καταλείπω","present"
"6072","Marianus","Luke 18","LUKE 18.29",599152,51618,"оставитъ",58950,"оставити","ἀφῆκεν",336722,48547,"ἀφίημι","aorist"
"6073","Marianus","Luke 19","LUKE 19.44",600160,41203,"оставѧтъ",58950,"оставити","ἀφήσουσιν",337754,21473,"ἀφίημι","future"
"6080","Marianus","John 11","JOHN 11.48",614525,42464,"оставимꙑ",58950,"оставити","ἀφῶμεν",353001,22796,"ἀφίημι","aorist_subjunctive"
"6081","Marianus","John 14","JOHN 14.18",616749,52080,"оставлѭ",58950,"оставити","ἀφήσω",355374,48731,"ἀφίημι","future"
"6082","Marianus","John 16","JOHN 16.32",618265,42756,"оставите",58950,"оставити","ἀφῆτε",356903,23097,"ἀφίημι","aorist_subjunctive"
"6083","Marianus","Mark 4","MARK 4.21",540906,50285,"възложѧтꙑ",58951,"възложити","τεθῇ",104190,6678,"τίθημι","aorist_subjunctive"
"6086","Marianus","Mark 7","MARK 7.32",543746,36737,"възложитъ",58951,"възложити","ἐπιθῇ",107092,6889,"ἐπιτίθημι","aorist_subjunctive"
"6092","Marianus","Mark 16","MARK 16.18",551300,37367,"възложѧтъ",58951,"възложити","ἐπιθήσουσιν",114664,47403,"ἐπιτίθημι","future"
"6094","Marianus","Matthew 19","MATT 19.13",573952,39152,"възложитъ",58951,"възложити","ἐπιθῇ",279412,15569,"ἐπιτίθημι","aorist_subjunctive"
"6104","Marianus","Luke 21","LUKE 21.12",601279,41308,"възложѧтъ",58951,"възложити","ἐπιβαλοῦσιν",338864,21577,"ἐπιβάλλω","future"
"6131","Marianus","Luke 12","LUKE 12.11",594246,40739,"приведѫтъ",58954,"привести","εἰσφέρωσιν",331718,20986,"εἰσφέρω","present_subjunctive"
"6223","Marianus","Mark 5","MARK 5.12",541453,36577,"вьнидемь",59000,"вънити","εἰσέλθωμεν",104768,6725,"εἰσέρχομαι","aorist_subjunctive"
"6227","Marianus","Mark 6","MARK 6.10",542249,50331,"вънидете",59000,"вънити","εἰσέλθητε",105583,6783,"εἰσέρχομαι","aorist_subjunctive"
"6243","Marianus","Mark 13","MARK 13.15",548475,37128,"вънидетъ",59000,"вънити","εἰσελθάτω",111830,47369,"εἰσέρχομαι","aorist_active_imperative"
"6244","Marianus","Mark 14","MARK 14.14",549108,37176,"вънидетъ",59000,"вънити","εἰσέλθῃ",112493,7348,"εἰσέρχομαι","aorist_subjunctive"
"6245","Marianus","Mark 14","MARK 14.38",549578,37219,"вьнидете",59000,"вънити","ἔλθητε",112954,7392,"ἔρχομαι","aorist_subjunctive"
"6250","Marianus","Matthew 7","MATT 7.21",565536,38486,"вьнидетъ",59000,"вънити","εἰσελεύσεται",270620,14898,"εἰσέρχομαι","future"
"6252","Marianus","Matthew 8","MATT 8.8",565854,50712,"вьнидеши",59000,"вънити","εἰσέλθῃς",270951,47752,"εἰσέρχομαι","aorist_subjunctive"
"6266","Marianus","Matthew 19","MATT 19.23",574152,39174,"вьнидетъ",59000,"вънити","εἰσελεύσεται",279610,15590,"εἰσέρχομαι","future"
"6275","Marianus","Matthew 26","MATT 26.41",579842,39645,"вьнидете",59000,"вънити","εἰσέλθητε",285442,16068,"εἰσέρχομαι","aorist_subjunctive"
"6287","Marianus","Luke 7","LUKE 7.6",588619,40301,"вънидеши",59000,"вънити","εἰσέλθῃς",325932,20528,"εἰσέρχομαι","aorist_subjunctive"
"6295","Marianus","Luke 9","LUKE 9.4",590815,40474,"вънидете",59000,"вънити","εἰσέλθητε",328174,20708,"εἰσέρχομαι","aorist_subjunctive"
"6299","Marianus","Luke 10","LUKE 10.5",592130,51423,"вънидете",59000,"вънити","εἰσέλθητε",329520,20814,"εἰσέρχομαι","aorist_subjunctive"
"6318","Marianus","Luke 22","LUKE 22.40",602400,41395,"вънидете",59000,"вънити","εἰσελθεῖν",340027,21668,"εἰσέρχομαι","aorist_active_infinitive"
"6319","Marianus","Luke 22","LUKE 22.46",602496,51707,"вънидете",59000,"вънити","εἰσέλθητε",340125,21677,"εἰσέρχομαι","aorist_subjunctive"
"6326","Marianus","John 10","JOHN 10.9",613087,42331,"вьнидетъ",59000,"вънити","εἰσέλθῃ",351475,22660,"εἰσέρχομαι","aorist_subjunctive"
"6327","Marianus","John 10","JOHN 10.9",613092,42331,"вьнидетъ",59000,"вънити","εἰσελεύσεται",351479,22660,"εἰσέρχομαι","future"
"6338","Marianus","Luke 18","LUKE 18.24",797243,41112,"вънидѫтъ",59000,"вънити","εἰσπορεύονται",336655,21375,"εἰσπορεύομαι","present"
"6341","Marianus","Mark 10","MARK 10.23",851407,36919,"вънидѫтъ",59000,"вънити","εἰσελεύσονται",109327,7082,"εἰσέρχομαι","future"
"6380","Marianus","Luke 1","LUKE 1.15",583156,39933,"исплънитъ",59037,"испльнити","πλησθήσεται",320310,20161,"πίμπλημι","future"
"6389","Marianus","Luke 3","LUKE 3.5",585240,40064,"исплънитъ",59037,"испльнити","πληρωθήσεται",322450,20285,"πληρόω","future"
"6394","Marianus","Luke 21","LUKE 21.22",601436,41315,"исплънѧтъ",59037,"испльнити","πλησθῆναι",339019,21585,"πίμπλημι","aorist_passive_infinitive"
"6399","Marianus","John 15","JOHN 15.11",617284,42680,"исплънитъ",59037,"испльнити","πληρωθῇ",355929,23019,"πληρόω","aorist_subjunctive"
"6503","Marianus","Mark 13","MARK 13.31",548734,37145,"прѣидетъ",59053,"прѣити","παρελεύσονται",112109,47370,"παρέρχομαι","future"
"6504","Marianus","Mark 13","MARK 13.31",548740,37145,"прѣидѫтъ",59053,"прѣити","παρελεύσονται",112117,47371,"παρέρχομαι","future"
"6512","Marianus","John 5","JOHN 5.24",608274,41886,"прѣидетъ",59053,"прѣити","μεταβέβηκεν",346188,22184,"μεταβαίνω","perfect"
"6513","Marianus","John 13","JOHN 13.1",615701,42549,"прѣидетъ",59053,"прѣити","μεταβῇ",354255,22880,"μεταβαίνω","aorist_subjunctive"
"6517","Marianus","Matthew 17","MATT 17.20",785181,62778,"прѣидетъ",59053,"прѣити","μεταβήσεται",278249,47893,"μεταβαίνω","future"
"6533","Marianus","Mark 4","MARK 4.12",540711,36520,"оузьрѧтъ",59056,"оузьрѣти","ἴδωσιν",103990,6668,"ὁράω","aorist_subjunctive"
"6536","Marianus","Mark 13","MARK 13.14",548437,37128,"оузьрите",59056,"оузьрѣти","ἴδητε",111798,47368,"ὁράω","aorist_subjunctive"
"6537","Marianus","Mark 13","MARK 13.26",548645,37139,"оузьрѧтъ",59056,"оузьрѣти","ὄψονται",112012,7309,"ὁράω","future"
"6538","Marianus","Mark 13","MARK 13.29",548707,37143,"оузьрите",59056,"оузьрѣти","ἴδητε",112077,7313,"ὁράω","aorist_subjunctive"
"6540","Marianus","Matthew 7","MATT 7.5",565256,38463,"оузьриши",59056,"оузьрѣти","διαβλέψεις",270322,14877,"διαβλέπω","future"
"6542","Marianus","Matthew 13","MATT 13.14",569598,38790,"оузьрите",59056,"оузьрѣти","βλέψετε",274910,15208,"βλέπω","future"
